0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-0.02158591,-0.1406218,-0.2294045,-0.1510471,-0.007975518,0.04454343,0.01032236,-0.05384945,-0.06430957,-0.01591806,0.05872216,0.1827222,0.2386693,0.2014577,0.1749557,0.1197113,0.07394653,0.08798363,0.08839804,0.07517843,0.07543907,0.04433371,-0.02277843,-0.05732406,-0.0627421,-0.04911387,0.003578568,0.04655561,0.04412143,-0.03514441,-0.1771614,-0.2674669,-0.2388284,-0.1299187,0.01122717,0.1607134,0.2416222,0.2728807,0.3096046,0.2449586,0.08885146,-0.05026073,-0.1266921,-0.1413359,-0.1485863,-0.1099042,-0.05990461,-0.05354495,-0.02376582,-0.0003374024,0.0575441,0.1669646,0.2314055,0.2320634,0.09217798,-0.1622058,-0.3764546,-0.4287644,-0.2779408,-0.08946997,0.01671698,0.02427154,-0.06389221,-0.1331419,-0.1107368,0.0158192,0.1884522,0.2455079,0.1512571,0.04826213,-0.002418664,-0.04352886,-0.0321515,0.01561194,0.05242647,0.09611671,0.09125148,0.04609592,-0.0390538,-0.1539571,-0.1528507,-0.07235564,-0.03679114,-0.07913919,-0.1882871,-0.2861853,-0.3366268,-0.311742,-0.2253141,-0.005335954,0.3647989,0.4563494,0.2914761,0.2793407,0.1900766,-0.04208984,-0.2363728,-0.3516285,-0.1624772,0.06557204,0.09384408,0.1476899,0.1512088,0.150472,0.1357355,0.06256356,0.1064649,0.1002468,0.07782379,0.07457622,-0.090957,-0.2895873,-0.4533418,-0.445114,-0.2402749,-0.01907768,0.1637451,0.1527088,0.03505031,-0.04882344,-0.08563134,0.006426681,0.08968492,0.1619583,0.2136727,0.1314446,0.06483424,0.004165565
-0.002674716,-0.002179989,-0.001121491,-0.006326504,-0.006751808,0.0003244739,0.006844978,0.006614397,0.002107282,0.002701986,0.001157688,-0.0008644371,-0.0008072379,-0.00616718,-0.00553448,-0.005175887,-0.01075349,-0.008220475,-0.006888981,-0.006883479,-0.002691573,-0.004566508,-0.0077624,-0.008423674,-0.008881596,-0.007820091,-0.008636635,-0.01037396,-0.01076326,-0.008362547,-0.0009460363,0.003748416,0.001315883,-0.0007584985,-8.743384e-05,0.0006692048,0.002049855,0.004803755,0.005710803,0.0001658935,-0.005615812,-0.002111253,0.001518181,-0.001410081,-0.001268697,-0.001310418,-0.004496074,-0.003088088,-0.002429111,-0.002842686,0.001877636,0.00481681,0.001329895,-0.003399444,-0.003381696,-0.001845482,-0.002241212,-0.0002190918,0.003060312,0.00667873,0.008599291,0.006508873,0.006578604,0.004408988,-0.002759452,-0.004546148,-0.000508542,0.003502234,0.003923716,0.002953821,0.004658715,0.006846596,0.01079905,0.01409666,0.01032137,0.00554965,0.005803148,0.00666981,0.005578941,0.004382009,0.004456212,0.01007869,0.01668354,0.01220648,0.006153334,0.006763963,0.004470618,0.004446199,0.008564329,0.008016571,0.008414435,0.008780563,0.005023911,0.003384528,0.00277682,0.003585718,0.006201912,0.005649264,0.004932557,0.00639071,0.007745507,0.008151557,0.00848285,0.008181888,0.003565998,-0.001371525,0.0004957602,0.005023866,0.006140868,0.00574544,0.005344869,0.005492723,0.007394845,0.008251447,0.00792235,0.008320773,0.01098564,0.01441797,0.01294521,0.01121542,0.01221041,0.01039862,0.006184631,-0.0004200361,-0.006075639,-0.006594323,-0.008196717,-0.01079711
-0.004192809,-0.002715389,-0.004506044,-0.003761634,-0.003149486,-0.005482387,-0.004356262,0.00124797,0.006956705,0.008516012,0.006456755,0.003479148,-0.0007659605,-0.004447888,-0.005579112,-0.004386971,-0.003039331,-0.003907929,-0.003374151,0.0001856014,0.002595834,0.002175172,0.001084753,0.001901746,0.002243972,0.002452779,0.005678158,0.007426275,0.005822903,0.0002875838,-0.005933269,-0.001548519,0.007426842,0.009705089,0.008882281,0.008090468,0.008629327,0.008656302,0.005215134,-7.086754e-05,-0.005539903,-0.006634125,-0.00599851,-0.007717488,-0.006189839,-0.004586025,-0.00433913,-0.003248494,-0.004725006,-0.004210172,-0.00354597,-0.004912392,-0.003707537,-0.005483878,-0.01081123,-0.01407711,-0.008888773,-0.000293318,-0.001791262,0.0002836367,0.008333984,0.006567573,0.004390804,0.002991768,-0.001518083,-0.003217399,-0.005010464,-0.003195946,0.004585721,0.01751406,0.02807407,0.01998086,0.008438138,0.005942743,-0.000272781,-0.01081869,-0.02599218,-0.03363893,-0.02538116,-0.01942329,-0.009863029,0.005879348,0.01254898,0.01741673,0.02011805,0.01835161,0.01778828,0.01527393,0.01837032,0.02322481,0.01743905,0.008857916,7.992796e-05,-0.006786916,-0.009785081,-0.01516254,-0.01486305,-0.01078456,-0.01299107,-0.01240873,-0.009687677,-0.006274739,0.002548043,0.006255782,0.007339212,0.01201605,0.01180171,0.01051819,0.01238135,0.01227341,0.009692433,0.007767155,0.009813418,0.01142867,0.006935672,0.001513367,-0.0009539786,-0.00376916,-0.005448589,-0.004145848,-0.00338079,-0.0005249372,0.003990042,0.002779877,0.0008798494,0.001675372,-0.001250391,-0.002348088
0.01295491,-0.05379779,-0.05977067,-0.03893945,0.003950281,0.04088017,0.005612506,-0.02730136,-0.02811077,-0.1013616,-0.2197235,-0.2368347,-0.2131016,-0.2522768,-0.2425637,-0.1870113,-0.1529008,-0.1162283,-0.1209214,-0.08735319,0.0361614,0.09704942,0.07311794,0.04379891,-0.001821784,-0.07766994,-0.08046455,-0.01564194,0.003461932,0.0827914,0.1946714,0.2207139,0.2550009,0.255294,0.2289758,0.2242739,0.1354333,-0.03012095,-0.2130451,-0.2521167,-0.1389208,-0.1045751,-0.09488014,-0.05369336,-0.02851627,0.003522241,-0.06361549,-0.1872492,-0.243439,-0.2792436,-0.2253833,-0.06170822,0.02304736,0.03533986,0.08560969,0.09400786,0.06105673,0.06347355,0.04626189,0.03338735,0.06886378,0.09147316,0.1112251,0.1034678,0.0202382,-0.08450769,-0.1950756,-0.2504518,-0.2065027,-0.1586801,-0.1189677,-0.06330155,-0.02648382,-0.02467316,-0.01661851,0.04731902,0.09369891,0.05934228,-0.01259427,-0.06964274,-0.07024675,-0.01707974,0.06189235,0.1331395,0.1855226,0.2350958,0.2546299,0.2387412,0.2241268,0.2084482,0.1938972,0.1563396,0.01099127,-0.150541,-0.149457,-0.08593341,-0.09511029,-0.1048794,-0.1026994,-0.1241258,-0.1259454,-0.1386924,-0.2024797,-0.2572384,-0.2506888,-0.1672296,-0.05744827,0.03413624,0.1230649,0.1556228,0.1184076,0.08776604,0.0556626,-0.005607762,-0.05265958,-0.04420834,0.01565188,0.05641565,0.02158662,-0.06635933,-0.1425959,-0.1108572,-0.05489139,-0.1057433,-0.1462283,-0.1527602,-0.1363213,-0.06656373
0.07249114,0.07243404,0.06541213,0.07239996,0.07335902,0.07653446,0.0942072,0.1180802,0.1333126,0.09299659,0.04423519,0.04468735,0.04260514,0.01792792,-0.01406569,-0.03362172,-0.009590046,0.02703899,0.03499519,0.0293687,0.02688962,0.02710727,0.02702621,0.02770658,0.03254026,0.02998077,0.02085976,0.01843565,0.01811944,0.01952751,0.01970979,0.01414924,0.01073349,0.007872193,0.006459149,0.006675609,0.003849483,0.004066182,0.005950547,0.006955809,0.008078155,0.004575156,0.0006784,0.0004975965,-0.002116345,-0.007379596,-0.00967462,-0.01025364,-0.01082828,-0.01047929,-0.01167987,-0.01232261,-0.01001381,-0.007939174,-0.007419265,-0.008125113,-0.008656494,-0.009892978,-0.01251873,-0.01446122,-0.01606978,-0.0160961,-0.01560517,-0.01590509,-0.01285362,-0.009733924,-0.0109494,-0.0118231,-0.01049135,-0.008975435,-0.006405882,-0.004720958,-0.00666799,-0.007433621,-0.005903009,-0.004729299,-0.002243537,-0.001404115,-0.00238296,-0.001535918,-0.00117675,-0.0009373303,-0.0009721342,-0.002884192,-0.003267136,-0.002765562,-0.003183228,-0.002323278,-0.00156846,-0.002112004,-0.001467532,0.0008873753,0.002188186,-0.0001003586,-0.003536512,-0.005472523,-0.005851705,-0.005076488,-0.005345645,-0.004361078,-0.003289447,-0.007083988,-0.009627302,-0.00813912,-0.006677365,-0.006215918,-0.006322467,-0.005779999,-0.005791221,-0.004704668,-0.0004277515,0.003843783,0.004426585,0.002149765,0.0007747463,-0.002575103,-0.002823727,0.004523756,0.006113735,0.004519613,0.006947909,0.006368597,0.004845161,0.00360696,0.001654263,0.001870444,0.001619242,0.001535481
0.06578138,0.1298595,0.1772821,0.2024909,0.1948074,0.1885702,0.1913579,0.1844279,0.1788813,0.1561083,0.122096,0.09783144,0.06979564,0.05846372,0.06505989,0.06848199,0.05847284,0.01499504,-0.04899814,-0.09259304,-0.1072026,-0.1324309,-0.15145,-0.1379001,-0.126685,-0.08266321,-0.02018446,-0.01292066,-0.03359396,-0.05921919,-0.07672184,-0.08099694,-0.08415216,-0.06736592,-0.04774104,-0.04316932,-0.03758221,0.002166158,0.06741314,0.08462401,0.06886168,0.05365631,0.01291705,-0.01105384,-0.005206555,-0.01796898,-0.01890819,0.01433976,0.05365746,0.09726134,0.1093987,0.08064806,0.06794042,0.05803204,0.01640576,-0.036679,-0.05958142,-0.06575454,-0.1180533,-0.1731108,-0.1889019,-0.1982151,-0.1893766,-0.1858658,-0.1923531,-0.1767768,-0.1716159,-0.1729878,-0.1627344,-0.1397654,-0.08787219,-0.02236067,0.02633593,0.03903557,0.05705139,0.09575549,0.1026347,0.1026097,0.1061089,0.0876438,0.07252623,0.06546981,0.07326889,0.09508958,0.1309405,0.1886627,0.2117187,0.207776,0.226363,0.2205586,0.1742405,0.1295032,0.1016768,0.08190409,0.0615013,0.05867192,0.06756139,0.0559916,0.0117901,-0.04696244,-0.05516105,-0.0415638,-0.08171245,-0.1070967,-0.1116173,-0.1428807,-0.1376798,-0.1074646,-0.08789106,-0.05851758,-0.04737431,-0.05145358,-0.0522624,-0.06389617,-0.0771397,-0.09189984,-0.0994544,-0.08128398,-0.05315464,-0.0196943,0.005836609,0.002543751,-0.00732557,-0.0190102,-0.03325003,-0.02891277,-0.02424467,-0.02948451
-0.1655324,-0.1480977,-0.1453661,-0.1420482,-0.1410193,-0.1352218,-0.1228842,-0.1393678,-0.1661106,-0.1919407,-0.2020027,-0.1895921,-0.1827042,-0.1709769,-0.171236,-0.1844948,-0.1900845,-0.2121197,-0.2204698,-0.2104327,-0.2195684,-0.2213892,-0.2195006,-0.2215926,-0.2054561,-0.1921206,-0.1875598,-0.181129,-0.1756502,-0.1660435,-0.1549108,-0.1428858,-0.1357423,-0.1325431,-0.1181885,-0.1042465,-0.09861673,-0.09583442,-0.09509731,-0.09341635,-0.09376761,-0.09209428,-0.08578485,-0.0747435,-0.06185039,-0.0620111,-0.06476046,-0.06001837,-0.05813993,-0.05433969,-0.04909217,-0.04624368,-0.03863519,-0.0287591,-0.02416729,-0.02635344,-0.0273706,-0.02171287,-0.0165674,-0.01153567,-0.001807611,0.006850875,0.0095803,0.008702615,0.009352737,0.01131392,0.0117109,0.01250895,0.0153825,0.01898464,0.02012254,0.02115307,0.02430503,0.02748915,0.03202169,0.03156593,0.02681685,0.02738445,0.02926333,0.03117928,0.03342322,0.03917681,0.05166359,0.05537667,0.04936989,0.0457362,0.04389125,0.04363682,0.04314248,0.04310857,0.04591869,0.04738918,0.04838519,0.04944255,0.04682868,0.04234696,0.03847215,0.03397416,0.03145526,0.03340059,0.0374434,0.04480973,0.04996655,0.04698431,0.04584246,0.04492519,0.03843296,0.03625063,0.03913677,0.0422759,0.04427168,0.04395826,0.04336693,0.04052681,0.03707948,0.0373172,0.03723914,0.03612576,0.03779463,0.03940916,0.03603344,0.0302027,0.0270574,0.02829003,0.03014567,0.02790784,0.02646328,0.02718962
-0.001307686,0.001316454,-0.001532442,-0.002179472,-0.004147253,-0.007969383,-0.004164378,-0.002829742,-0.00411734,-0.00201756,-0.001259532,-0.002895266,-0.005100894,-0.00282299,0.001496485,0.002096631,-0.002422852,-0.01142733,-0.01515646,-0.01366506,-0.01082628,0.0004217013,0.01316748,0.01823832,0.02245142,0.02509319,0.01725462,0.007629881,0.005660731,0.001662323,-0.003997531,-0.005070258,-0.00683372,-0.008376119,-0.006941399,-0.003412925,0.002008798,0.006404771,0.009617548,0.01254748,0.01237173,0.01080739,0.01189827,0.01204625,0.009791352,0.005404833,-0.001821305,-0.001987221,0.003578597,0.005008362,0.00832074,0.01206132,0.01251266,0.014693,0.01384914,0.008912916,0.006598197,0.009302992,0.01276422,0.01114036,0.01015895,0.01181449,0.01063845,0.01059067,0.01126152,0.01025053,0.01076565,0.01060112,0.009775781,0.008622053,0.005802477,0.005984175,0.008919556,0.009954909,0.007361369,0.004287072,0.006098732,0.007662417,0.006416355,0.0091414,0.01242004,0.01180259,0.01080084,0.009620369,0.007564683,0.005951427,0.004512364,0.004204123,0.006305171,0.006769096,0.004678214,0.004393445,0.004490344,0.004461693,0.006403321,0.008873893,0.01048976,0.01154695,0.01551894,0.01860707,0.01356198,0.005745913,0.0009767826,0.00096505,0.002257878,0.0002103644,0.0006144137,0.001602031,0.001096129,0.005027975,0.006813842,0.005326638,0.006351596,0.007100501,0.007343669,0.006932507,0.006024079,0.005804066,0.004848467,0.003361738,0.002495901,0.003747337,0.004479,0.003384806,0.002530899,0.000138015,-0.0007510686,0.003015399
0.3868411,0.3238342,0.1375463,-0.1662343,-0.4435587,-0.6091515,-0.6103229,-0.4411864,-0.2231413,-0.02162717,0.06670704,-0.01792192,-0.04724881,0.009333928,0.03016968,0.1164166,0.1750266,0.1787209,0.2350593,0.2254701,0.1548356,0.06202236,0.003224623,0.06344897,0.09171757,0.07706566,0.04100782,-0.2016279,-0.5440952,-0.5910151,-0.308826,-0.1206777,-0.1673204,-0.2284498,-0.2432118,-0.2215798,-0.1552668,-0.06981744,0.04239859,0.1868609,0.2429446,0.1469387,0.1202199,0.1714524,0.1799478,0.2715267,0.3610384,0.3697297,0.3872367,0.3874016,0.3964552,0.3750344,0.2595364,0.05979617,-0.1616806,-0.2640597,-0.3176907,-0.3144856,-0.1808078,-0.08617658,0.05072831,0.1834028,0.05177445,-0.10188,-0.1166147,-0.06930656,0.05045052,0.1172748,0.158022,0.2027626,0.1579498,0.1274809,0.1106584,0.087768,0.1326633,0.1628679,0.1490984,0.1235554,0.06555713,-0.100978,-0.4429681,-0.651579,-0.4327545,-0.2342708,-0.3671928,-0.3823127,-0.2458927,-0.2063388,-0.1103853,-0.07296028,-0.085977,0.03963157,0.06989776,0.04230254,0.09166912,0.1108445,0.1328018,0.1405271,0.154081,0.2416406,0.3445733,0.3656299,0.3173262,0.3312189,0.3348383,0.3014843,0.2807703,0.1560973,0.05136961,-0.01757587,-0.2284924,-0.3493525,-0.2495722,-0.1791011,-0.1159004,0.06032166,0.09839067,-0.01055983,-0.04641159,-0.09504762,-0.06230234,0.05724074,0.05207905,0.08754919,0.1468728,0.1073817,0.07479358,-0.01577155
0.2166633,0.2361404,0.1588423,0.1501247,0.05770435,-0.01315215,0.009008328,0.1360241,0.3136973,0.2070091,0.06624631,0.06583102,-0.02213493,-0.09930424,-0.2178594,-0.3674336,-0.3415794,-0.2619701,-0.1444815,0.06130478,0.174955,0.2207747,0.2513219,0.1873459,0.1081541,0.03867947,-0.01847531,0.01947796,0.0878972,0.1302314,0.1963872,0.281325,0.3220315,0.2926531,0.2438338,0.2138266,0.1561709,-0.01860356,-0.3324514,-0.671408,-0.8204743,-0.5384701,-0.04954936,0.0514289,-0.03487035,0.03533626,-0.0438987,-0.1332262,-0.1221704,-0.1652043,-0.1026478,-0.05489146,-0.01380628,0.09026792,0.1144453,0.1582173,0.1713041,0.1829165,0.2112544,0.1409635,0.1048227,0.04135437,0.01673144,0.1767808,0.2812364,0.1941111,0.02364599,-0.03759421,-0.04989048,-0.1411387,-0.2324248,-0.3478169,-0.4054563,-0.3345783,-0.1807821,0.06099687,0.2310186,0.2611748,0.2529629,0.2010987,0.07370959,-0.03291514,-0.02975016,0.007462442,0.05060245,0.09408341,0.1090016,0.1600226,0.2748294,0.3598044,0.2995952,0.2282771,0.2393564,0.1613302,0.01888442,-0.202008,-0.5416167,-0.6646943,-0.389441,-0.05035299,-0.02008777,-0.08622,-0.05507744,-0.1848195,-0.2916671,-0.2714653,-0.3174747,-0.2565554,-0.1464786,-0.01941304,0.141013,0.1384544,0.1610217,0.2060729,0.1595044,0.168319,0.1339043,0.07751848,0.08212891,0.08261887,0.1449343,0.2161649,0.1649894,0.03959006,-0.03600113,-0.02910039,-0.06780018,-0.2468565
