0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.001004072,0.02100305,0.01961811,0.003714769,-0.007718615,-0.02218025,-0.02838959,-0.01741143,-0.006918408,-0.0007990611,0.007475082,0.02825314,0.04350327,0.02770193,-0.00109206,-0.02599389,-0.03408303,-0.02296268,-0.01526803,0.004871766,0.0446372,0.05275759,0.0188601,-0.01642744,-0.0279691,-0.01905491,-0.01624141,-0.01821856,-0.005883784,0.004266388,0.004564428,0.008045368,0.0209665,0.03053453,0.01337778,-0.009681642,-0.01760587,-0.02635679,-0.02552694,-0.01460979,-0.01146517,-0.0002544565,0.01120274,0.00842917,0.01661658,0.02565952,0.01330316,0.0001048907,-0.001282095,0.0008527354,-0.0001618385,-0.0006116358,0.0009160873,0.001379714,0.007242425,0.0108995,0.001015314,-0.01338058,-0.02053276,-0.01922407,-0.01111994,0.009451623,0.02481463,0.01256396,-0.004567901,-0.009894813,-0.01053967,-0.003199551,0.00370327,0.0003956226,-0.00136314,-0.001144283,-0.002910217,0.0009893644,0.001641911,-0.004718798,-0.004552525,0.000610925,0.004364017,0.001859572,-0.00514666,-0.005069211,-0.001327291,0.002918984,0.008540037,0.008478952,0.002732661,-0.00837742,-0.01516573,-0.00961659,-0.00745703,-0.01010661,-0.00904933,-0.008624445,-0.008158869,-0.005579481,-0.004170585,-0.00520868,-0.006039515,-0.005848306,-0.004183549,2.813011e-05,0.001462359,-0.001602321,-0.004444184,-0.004834733,-0.002710334,-0.001110509,-0.001732435,-0.001675775,0.002285999,0.01155855,0.01719998,0.004782083,-0.01253807,-0.01092644,-0.0037227,-0.004328256,-0.003660821,-0.002615818,0.002618474,0.0101426,0.007685732,0.006578098,0.009456724,0.00481882,0.0006307611,0.001489854
0.02215576,0.2316246,0.1874048,0.1418126,0.1613239,0.1029442,0.03011074,0.04301861,0.03494872,-0.006504936,-0.02584466,-0.0345464,-0.01760352,-0.00583141,0.02496557,0.08096109,0.0804512,0.05303416,0.005978207,-0.09561234,-0.2706861,-0.4049646,-0.3081902,-0.1354841,0.01603411,0.2047682,0.2341229,0.1267691,0.04812867,-0.01058643,-0.01504497,-0.00986967,0.009425762,0.09162735,0.1449123,0.1602919,0.1050718,-0.01211952,-0.03159491,0.03836335,0.0915209,0.081467,0.05113004,0.06058807,0.06853314,0.06970544,0.002194987,-0.2298349,-0.5151561,-0.6769485,-0.6050116,-0.2888218,0.02251318,0.00660381,-0.0669389,0.09150811,0.06028286,-0.07734234,-0.0482606,-0.1172942,-0.1082992,-0.07856899,-0.1826776,-0.1415583,-0.1359679,-0.1291629,-0.02938338,0.01471627,0.1444183,0.1600804,0.05715393,0.06090661,0.01215557,-0.09453548,-0.2784954,-0.4764436,-0.4720816,-0.3421668,-0.2094451,-0.1088081,-0.007944125,0.05350697,0.01993908,0.05317416,0.1129958,0.08392951,0.1102738,0.181874,0.2084038,0.2081997,0.1619597,0.1067598,0.09343145,0.1184329,0.158972,0.174779,0.1576113,0.1172321,0.1031095,0.1233386,0.1113375,0.009386302,-0.254074,-0.5210682,-0.492501,-0.2097882,0.129131,0.352841,0.3293811,0.256089,0.2528343,0.1618777,0.1036812,0.1216994,0.08497731,0.06914924,0.005554496,-0.07544284,-0.04250589,-0.02559722,0.01027465,0.1056634,0.1583025,0.1599759,0.07556731,-0.05090198,-0.1422509,-0.2185548
-0.01098382,-0.01001279,-0.008379769,-0.006325993,-0.005903241,-0.006203357,-0.007045737,-0.009419854,-0.01229214,-0.0102728,-0.006449086,-0.006233958,-0.003996057,-0.002914971,-0.004348755,-0.00194311,-0.001867144,-0.002460729,0.0007719311,0.002656798,0.004532824,0.001146382,-0.006304502,-0.005159493,-0.003500258,-0.006128805,-0.00459652,0.0002563057,0.006078171,0.007227027,0.004392776,0.005361081,0.00490057,0.004025691,0.006175827,0.004195237,0.0007510582,-0.001621593,-0.004306203,-0.00403505,-0.0007736529,0.003364756,0.003076044,-5.78064e-05,-0.0007194885,-0.004524865,-0.01103547,-0.01380765,-0.01238343,-0.01132248,-0.01198394,-0.006732769,0.001722735,0.006316815,0.009498917,0.01083574,0.010463,0.01011692,0.01039772,0.01056753,0.009262859,0.008845345,0.008263276,0.007093727,0.006147019,0.002871039,-0.003153524,-0.009436554,-0.008329651,-0.003662019,-0.004952235,-0.004186322,-0.0003503128,0.001237763,0.00121179,-0.002530875,-0.00414859,-0.001988341,0.0009370602,0.005180583,0.003229209,-0.002248946,-0.004725813,-0.005548468,-0.003264669,-0.002898051,-0.003270453,0.0006629809,0.002478564,-0.0001936321,-0.003920199,-0.005009256,-0.005966019,-0.007421088,-0.004880959,-0.003435923,-0.002785993,-0.00476013,-0.01130027,-0.009514688,-0.006359641,-0.008269472,-0.005757324,-0.005444292,-0.007094214,-0.005129549,-0.00347249,-0.001555044,-0.002205093,-0.00434099,-0.003000247,-0.003529159,-0.007264059,-0.009624561,-0.009957266,-0.008745248,-0.005694736,-0.0009964966,0.001630072,0.002446425,0.003290057,-0.0002541502,-0.002567254,-0.0008907006,-0.004106294,-0.009905577,-0.01289352,-0.008021656
-0.01029745,-0.009616615,-0.01296608,-0.01440571,-0.01302815,-0.003416862,0.002963821,0.0003266931,-0.005903126,-0.01003651,-0.005550882,-0.002977129,-0.005674446,-0.009518045,-0.01319962,-0.00621882,0.002768308,-0.0002831572,-0.004772705,-0.002255323,0.002623254,0.00675959,0.005428514,-0.001089407,-0.002006301,0.0009309078,0.001714647,-0.0006256647,-0.004049877,0.0009259875,0.005551737,0.003209715,0.005364437,0.00795042,0.007163804,0.007996943,0.00942427,0.0090226,0.006609333,0.003863805,0.002481006,0.00633901,0.009440455,0.003188475,-0.00172884,0.001238483,0.004571163,0.006058635,0.007058517,0.007058458,0.008869577,0.01209129,0.01101354,0.01025206,0.01249514,0.01214783,0.0113342,0.01115836,0.0122946,0.01426248,0.01179623,0.01024395,0.01366485,0.01474007,0.009447242,0.005410538,0.0127126,0.02262483,0.02502939,0.0270434,0.02689644,0.02126922,0.01917026,0.01866911,0.01634585,0.01703318,0.01621844,0.01169744,0.008776648,0.006270799,0.005003513,0.008073316,0.01279567,0.01788213,0.02078245,0.01885815,0.01556287,0.01282078,0.01202391,0.0104477,0.006367999,0.009051098,0.01318041,0.01028701,0.01072853,0.01310237,0.01256572,0.01373393,0.01142682,0.007679448,0.01106927,0.0169681,0.01987745,0.01824708,0.01560407,0.0150028,0.01100534,0.007686909,0.007667958,0.004488369,0.003514889,0.004263649,0.003107088,0.004677167,0.006141653,0.009273577,0.01208136,0.006795476,0.002030232,0.00335539,0.003616873,0.001480001,0.00434112,0.009397163,0.009936184,0.01045098,0.007619749,0.001768166
-0.1404488,-0.2010183,-0.1269144,-0.06763263,0.0857914,0.1771646,0.09154018,0.05677047,0.02614845,0.02599558,0.07126986,0.05891887,0.06507193,0.062808,-0.04429541,-0.2046873,-0.264071,-0.1769969,-0.09795109,-0.05330216,0.004156302,-0.008943601,-0.02640356,0.0407036,0.1055259,0.1746643,0.2340666,0.2249834,0.2015363,0.1314889,0.009224751,-0.04856492,-0.01551756,0.02802859,0.03122058,0.03941077,0.05817906,0.07353561,0.09061126,0.1453878,0.3378033,0.4466431,0.2070907,-0.06070496,-0.04280814,0.05562099,0.06328261,0.0730463,0.04395094,-0.03509583,-0.06330332,-0.1299033,-0.2229456,-0.2489641,-0.189349,-0.01128345,0.1302193,0.1286226,0.08191373,0.05975884,0.06651104,0.1041665,0.1661048,0.1398527,0.07376546,0.01904481,-0.1495898,-0.2243207,-0.144649,-0.1459272,-0.129644,-0.06861081,-0.05471726,-0.05429766,-0.08915071,-0.1064064,-0.08177754,-0.0355343,0.08405833,0.1987188,0.2315924,0.1980634,0.08011867,-0.08930824,-0.1576642,-0.02645251,0.0927583,0.04676505,-0.008325797,-0.0367418,-0.0399442,0.004901199,0.05900146,0.220111,0.3715947,0.2810939,0.08405189,-0.05579851,-0.07142346,-0.0007301214,-0.0112257,-0.0161928,0.0149607,-0.04730743,-0.09497753,-0.1537349,-0.2501561,-0.2278892,-0.1234386,0.04035252,0.1579085,0.1179614,0.07816811,0.06347109,0.06842117,0.09979422,0.06700086,0.03119242,0.008022062,-0.04796366,-0.1098499,-0.1723882,-0.1953237,-0.1834846,-0.1816301,-0.1682978,-0.1308662,-0.08955182
0.2101936,0.06571735,-0.174059,-0.3691899,-0.3317008,-0.2553744,-0.2833963,-0.2182519,-0.1297568,-0.1090584,-0.08946986,-0.1083558,-0.08211365,-0.02300045,-0.004304709,0.04258779,0.08111185,0.1208356,0.1464817,0.1297725,0.1557864,0.1764639,0.1737206,0.1256272,0.005491921,0.001685323,0.1741821,0.3022902,0.1788396,-0.01001406,-0.01522651,-0.01330201,-0.01213003,0.05807812,0.0114862,-0.07117904,-0.1043185,-0.09048298,0.02224075,0.08156395,0.08414776,0.06527084,-0.0008722618,0.01039668,0.01053433,-0.01703981,0.03229129,0.06827284,0.08352304,0.06189196,0.03242319,0.06806388,0.08276923,0.08644253,0.09961979,0.09924115,0.137957,0.2061192,0.2381647,0.1650968,-0.06028051,-0.3654186,-0.4448329,-0.2127896,-0.08414636,-0.1430709,-0.1375274,-0.1052941,-0.09730253,-0.0719625,-0.01638548,0.04863295,0.05145968,0.007642647,-0.01127962,0.03829578,0.1049123,0.1160908,0.1251372,0.1345476,0.09897769,0.04380554,0.0005799641,0.03000527,0.1474364,0.217429,0.09177137,-0.119746,-0.1590544,-0.07078745,-0.0002148153,0.06028089,0.01816374,-0.09594344,-0.2142417,-0.3677045,-0.2555109,0.06966577,0.1284153,0.02710497,-0.03237375,-0.05416819,-0.02014889,-0.03672471,-0.02805745,0.02463052,0.05260438,0.1168769,0.09355182,0.03628673,0.0459241,0.02494585,0.04668415,0.08380319,0.09806174,0.1540601,0.1723722,0.1104761,-0.04528215,-0.2457984,-0.3376684,-0.2796351,-0.1733283,-0.1176068,-0.1108726,-0.1301449,-0.1319184,-0.126669
-0.007016588,-0.001216596,0.003507918,0.001669469,-0.004748654,-0.007265977,-0.006298398,-0.004081464,-0.0007207217,0.001373932,-8.837826e-05,-0.00316595,-0.003028111,-0.004906352,-0.008810758,-0.00604746,-0.003370012,-0.002152591,0.001170413,0.001837529,0.002052794,0.0009913578,-8.364422e-05,0.001977272,0.004113518,0.005482076,-0.002580556,-0.01081746,0.00166322,0.0127908,0.00188272,-0.00951859,-0.01021443,-0.008995974,-0.00636353,-0.003850566,-0.001334235,0.002683772,0.001875145,0.001040636,0.002410857,-3.563376e-05,-0.00306353,-0.007789061,-0.01003897,-0.004937924,-0.001207047,0.001622032,0.007108165,0.008584372,0.002841679,-0.0009451456,0.00137135,0.0009752755,-0.002123301,-0.00287021,0.000196061,0.004235868,0.002802894,0.001812406,0.00454721,0.005237427,0.006470729,0.00719878,0.003727501,-0.001706427,-0.004049618,0.004359184,0.01369692,0.0104402,0.009425809,0.01347428,0.006267507,-0.0003039478,0.002982447,0.001869852,-0.0003689851,0.005506025,0.009923077,0.005730747,0.002157376,0.004331714,0.003347801,-0.0002907689,-0.0005867918,-0.000646999,0.001220792,0.005952687,0.004069941,-0.0116161,-0.02505017,-0.0124034,0.002536547,-0.005798575,-0.006273463,0.006429348,0.008302567,0.006109359,0.001159212,-0.003164034,0.0003007823,0.001209713,0.003171038,0.003799943,-0.002397839,-0.006166641,-0.009071035,-0.00762711,-1.792238e-05,0.006271041,0.008557974,0.004638564,0.003385279,0.006834753,0.006807778,0.004757496,0.0007861171,-0.000880444,0.002347265,0.004351192,0.005208295,0.006277232,0.008590485,0.01026819,0.00769999,0.005924238,0.005749499,0.005782348
-0.08991708,-0.1519892,-0.2357075,-0.4261357,-0.3557919,-0.08293806,0.05101001,0.04788441,-0.103902,-0.180613,-0.1276162,-0.1158596,-0.03591622,0.03265286,0.07068226,0.1075535,0.05043021,0.03712257,0.04277618,0.03844733,0.07315614,0.06718848,0.07198089,0.0397073,-0.06185842,-0.1382473,-0.1923677,-0.2744471,-0.3971289,-0.350282,-0.1384087,-0.04709311,-0.07258764,-0.117595,-0.1038619,-0.06754309,-0.07898433,-0.0225217,0.05065564,0.1338121,0.2349428,0.2329802,0.2320043,0.2401826,0.2456423,0.2805665,0.2501895,0.2196877,0.1907204,0.1739089,0.1936309,0.1185787,0.02175036,-0.08366194,-0.2859447,-0.4100602,-0.2750214,-0.04961409,-0.004443372,-0.03224175,-0.04337982,-0.1031958,-0.1161669,-0.07581126,0.005490436,0.1034365,0.1570732,0.1825589,0.1400505,0.09514398,0.0729133,0.04284555,0.07240035,0.08015039,0.06634127,0.0856172,0.05686625,-0.04935529,-0.1820401,-0.227989,-0.282707,-0.380109,-0.2996128,-0.1705321,-0.1173529,-0.08303996,-0.1106666,-0.0856971,-0.05935408,-0.06224192,0.03396501,0.09549147,0.1858773,0.2721199,0.2106651,0.2401105,0.2910851,0.2730827,0.2953938,0.2554893,0.2037345,0.1693519,0.1165255,0.03151984,-0.1125444,-0.1827212,-0.3136219,-0.4649528,-0.2525281,0.05688841,0.1220566,0.04553665,-0.09759907,-0.1843022,-0.1791778,-0.1162799,-0.0005837522,0.07739708,0.1295921,0.1434014,0.1156662,0.09404031,0.0316897,0.0250343,0.07571663,0.07863303,0.1070274,0.1294379
0.01653837,0.009800752,0.009877039,0.01062819,0.01860311,0.02610179,0.02268363,0.0220019,0.02019603,0.01589938,0.01546885,0.01713745,0.01931319,0.02020089,0.01903946,0.01165085,0.004385988,0.002025516,-0.00381275,-0.008348575,-0.004914244,0.002123363,0.01160551,0.02153596,0.02139255,0.01661105,0.01783558,0.01709058,0.01670767,0.01595635,0.008616114,0.003832542,0.004726742,0.009894097,0.01132273,0.00926409,0.01340505,0.01419507,0.01334013,0.01815572,0.02225393,0.02459299,0.02495753,0.02512519,0.02462029,0.02295241,0.02035489,0.01526607,0.01505089,0.01253469,0.004312653,0.007416783,0.01664505,0.02073141,0.01809727,0.01341534,0.01930163,0.02390722,0.01775973,0.01508967,0.01625534,0.01860001,0.02000048,0.01735478,0.01695765,0.01300478,0.007336152,0.01222257,0.01627618,0.01284208,0.01099545,0.01044909,0.009508399,0.009887291,0.009537652,0.008839676,0.01026454,0.01183646,0.01217829,0.009245153,0.004327376,0.003682534,0.002986775,-0.001673648,-0.003491631,0.001613739,0.007339303,0.004371394,-0.001551132,-0.003119809,-0.003396505,-0.002171328,-0.002366505,-0.002785933,0.002530371,0.005870085,0.002142517,-0.001409619,-0.0004530307,-0.001066091,-0.00460167,-0.002528285,0.001915141,0.004552572,0.006239739,0.005882716,0.008091823,0.006196991,-0.002199242,-0.005412745,-0.003586675,-5.622134e-05,-0.001002281,-0.004107786,-0.002596961,-0.005078391,-0.005209407,0.001788507,0.005443815,0.004971481,0.002477618,0.002192676,0.0001357552,-0.003778851,-0.00187549,0.000258619,0.00553893,0.01343677
0.03089801,-0.01892096,-0.06135749,-0.06981236,0.0324701,0.1175616,-0.009077503,-0.2157366,-0.284455,-0.2889825,-0.3247268,-0.2653239,-0.120189,-0.07236832,-0.1093078,-0.1208263,-0.1211202,-0.08971977,0.01152845,0.09697223,0.1329003,0.1531879,0.1626336,0.167763,0.1571871,0.1543767,0.1804185,0.1990545,0.1838473,0.1205044,0.02186496,-0.061989,-0.07831077,-0.05549686,-0.06221866,-0.07996432,-0.07880153,-0.03698797,0.002339401,-0.06956524,-0.1473836,-0.1080508,-0.07782416,-0.07961505,-0.02045341,0.02430629,0.0067774,0.002705305,0.02679391,0.04118192,0.03472067,0.0319297,0.0375714,0.04502807,0.06290881,0.0622559,0.03869061,0.007593895,-0.02844185,-0.04070657,-0.03545163,-0.009085555,0.02895172,-0.01005697,-0.1403666,-0.2906598,-0.3516449,-0.2644554,-0.132473,-0.01405523,0.02928457,-0.06442753,-0.1133482,-0.07763041,-0.02619392,0.09867242,0.1574366,0.1331238,0.150359,0.1463184,0.1475454,0.1714439,0.1800033,0.1898732,0.1683571,0.1245323,0.08432145,0.07594705,0.08590908,0.07106755,0.08170257,0.0682643,-0.01913744,-0.0702774,-0.02222209,0.03435251,-0.04392242,-0.1533039,-0.1513731,-0.1004522,0.0008759071,0.07153512,0.04806069,0.0279179,0.007508424,0.02430558,0.06457168,0.0542529,0.04994174,0.04344905,0.03765093,0.05008549,0.05429049,0.06192873,0.02396175,-0.04211974,-0.05958633,-0.04200017,0.01923949,0.09034084,0.03554122,-0.1716461,-0.343977,-0.2988626,-0.1380659,-0.03964839,0.007124712,-0.02723846
